Department;Source_Type;Fiscal_Year;Quarter;Emissions_mtCO2e;Consumption;Consumption_Units
Housing Authority;Natural Gas;2012;Q2;2,941.8641348360002;552,599.00;Natural Gas (therms)
Housing Authority;Electric;2012;Q3;7.1129616540000002;6,322,277.00;Electric (kWh)
Housing Authority;Natural Gas;2012;Q3;3,350.1643124000002;629,294.00;Natural Gas (therms)
Housing Authority;Electric;2012;Q4;6.7968892140000001;5,618,102.00;Electric (kWh)
Housing Authority;Natural Gas;2012;Q4;2,796.2932364039998;525,255.00;Natural Gas (therms)
Human Resources;B20;2012;Q1;0.00;0.00;B20 (gallons)
Human Resources;B5;2012;Q1;0.00;0.00;B5 (gallons)
Human Resources;CNG;2012;Q1;0.056853849999999997;9.2000000479999997;CNG (GGE)
Human Resources;Gasoline;2012;Q1;0.00;0.00;Gasoline (gallons)
Human Resources;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Human Resources;B20;2012;Q2;0.00;0.00;B20 (gallons)
Human Resources;B5;2012;Q2;0.00;0.00;B5 (gallons)
Human Resources;CNG;2012;Q2;0.036460621999999998;5.9000000950000002;CNG (GGE)
Human Resources;Gasoline;2012;Q2;0.00;0.00;Gasoline (gallons)
Human Resources;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Human Resources;B20;2012;Q3;0.00;0.00;B20 (gallons)
Human Resources;B5;2012;Q3;0.00;0.00;B5 (gallons)
Human Resources;CNG;2012;Q3;0.072303268000000004;11.700000286;CNG (GGE)
Human Resources;Gasoline;2012;Q3;0.00;0.00;Gasoline (gallons)
Human Resources;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Human Resources;B20;2012;Q4;0.00;0.00;B20 (gallons)
Human Resources;B5;2012;Q4;0.00;0.00;B5 (gallons)
Human Resources;CNG;2012;Q4;0.038932527000000001;6.2999999520000003;CNG (GGE)
Human Resources;Gasoline;2012;Q4;0.00;0.00;Gasoline (gallons)
Human Resources;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Human Resources;Electric;2012;Q1;0.00;227,003.074558397;Electric (kWh)
Human Resources;Natural Gas;2012;Q1;6.8943562959999998;1,295.0341077160001;Natural Gas (therms)
Human Resources;Electric;2012;Q2;0.00;225,076.52318338701;Electric (kWh)
Human Resources;Natural Gas;2012;Q2;6.8115351390000001;1,279.477002994;Natural Gas (therms)
Human Resources;Electric;2012;Q3;0.00;221,970.793862655;Electric (kWh)
Human Resources;Natural Gas;2012;Q3;13.792752649000001;2,590.8270985899999;Natural Gas (therms)
Human Resources;Electric;2012;Q4;0.00;227,527.96874210899;Electric (kWh)
Human Resources;Natural Gas;2012;Q4;8.4989320409999998;1,596.43720164;Natural Gas (therms)
Human Rights Commission - Policy;Electric;2012;Q1;0.00;33,474.474063455003;Electric (kWh)
Human Rights Commission - Policy;Natural Gas;2012;Q1;0.00073532399999999998;0.13812308100000001;Natural Gas (therms)
Human Rights Commission - Policy;Electric;2012;Q2;0.00;33,006.996494756997;Electric (kWh)
Human Rights Commission - Policy;Natural Gas;2012;Q2;0.096327451999999994;18.094123652;Natural Gas (therms)
Human Rights Commission - Policy;Electric;2012;Q3;0.00;33,645.608561198998;Electric (kWh)
Human Rights Commission - Policy;Natural Gas;2012;Q3;0.66693892099999996;125.277634749;Natural Gas (therms)
Human Rights Commission - Policy;Electric;2012;Q4;0.00;29,938.730366512002;Electric (kWh)
Human Rights Commission - Policy;Natural Gas;2012;Q4;0.69010162799999997;129.62851180999999;Natural Gas (therms)
Human Services Agency;B20;2012;Q1;0.00;0.00;B20 (gallons)
Human Services Agency;B5;2012;Q1;0.00;0.00;B5 (gallons)
Human Services Agency;CNG;2012;Q1;5.9974632010000004;970.49999962000004;CNG (GGE)
Human Services Agency;Gasoline;2012;Q1;48.587866843;5,414.8000083710003;Gasoline (gallons)
Human Services Agency;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Human Services Agency;B20;2012;Q2;0.00;0.00;B20 (gallons)
Human Services Agency;B5;2012;Q2;0.00;0.00;B5 (gallons)
Human Services Agency;CNG;2012;Q2;6.9843100839999996;1,130.1899998189999;CNG (GGE)
Human Services Agency;Gasoline;2012;Q2;41.201161560999999;4,591.6000117140002;Gasoline (gallons)
Human Services Agency;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Human Services Agency;B20;2012;Q3;0.00;0.00;B20 (gallons)
Human Services Agency;B5;2012;Q3;0.00;0.00;B5 (gallons)
Human Services Agency;CNG;2012;Q3;7.3846353560000004;1,194.9700014590001;CNG (GGE)
Human Services Agency;Gasoline;2012;Q3;47.870911307;5,334.9000025089999;Gasoline (gallons)
Human Services Agency;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Human Services Agency;B20;2012;Q4;0.00;0.00;B20 (gallons)
Human Services Agency;B5;2012;Q4;0.00;0.00;B5 (gallons)
Human Services Agency;CNG;2012;Q4;9.585435511;1,551.0999980720001;CNG (GGE)
Human Services Agency;Gasoline;2012;Q4;55.429004022999997;6,177.2000079600002;Gasoline (gallons)
Human Services Agency;Propane;2012;Q4;0.0091978979999999995;1.6100000139999999;Propane (gallons)
Human Services Agency;Electric;2012;Q1;0.00;2,028,689.6606089601;Electric (kWh)
Human Services Agency;Natural Gas;2012;Q1;341.50473901399999;64,148.162058112001;Natural Gas (therms)
Human Services Agency;Electric;2012;Q2;0.00;1,988,082.1067713301;Electric (kWh)
Human Services Agency;Natural Gas;2012;Q2;277.36075019700002;52,099.371749739003;Natural Gas (therms)
Human Services Agency;Electric;2012;Q3;0.00;1,884,808.6743314101;Electric (kWh)
Human Services Agency;Natural Gas;2012;Q3;468.34432509999999;87,973.677180115003;Natural Gas (therms)
Human Services Agency;Electric;2012;Q4;0.00;1,858,616.9377394901;Electric (kWh)
Human Services Agency;Natural Gas;2012;Q4;360.25440822299998;67,670.095084404005;Natural Gas (therms)
Juvenile Probation Department;B20;2012;Q1;0.00;0.00;B20 (gallons)
Juvenile Probation Department;B5;2012;Q1;0.00;0.00;B5 (gallons)
Juvenile Probation Department;Building Propane;2012;Q1;18.92654143;3,331.30;Building Propane (gallons)
Juvenile Probation Department;CNG;2012;Q1;0.86158301999999998;139.420000106;CNG (GGE)
Juvenile Probation Department;Gasoline;2012;Q1;7.2727462059999999;810.50000286099998;Gasoline (gallons)
Juvenile Probation Department;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Juvenile Probation Department;B20;2012;Q2;0.00;0.00;B20 (gallons)
Juvenile Probation Department;B5;2012;Q2;0.00;0.00;B5 (gallons)
Juvenile Probation Department;Building Propane;2012;Q2;23.183067361999999;4,080.50;Building Propane (gallons)
Juvenile Probation Department;CNG;2012;Q2;0.87536389400000003;141.64999943999999;CNG (GGE)
Juvenile Probation Department;Gasoline;2012;Q2;11.569095181;1,289.2999992370001;Gasoline (gallons)
Juvenile Probation Department;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Juvenile Probation Department;B20;2012;Q3;0.00;0.00;B20 (gallons)
Juvenile Probation Department;B5;2012;Q3;0.00;0.00;B5 (gallons)
Juvenile Probation Department;Building Propane;2012;Q3;31.525676384;5,548.90;Building Propane (gallons)
Juvenile Probation Department;CNG;2012;Q3;0.805841527;130.399999976;CNG (GGE)
Juvenile Probation Department;Gasoline;2012;Q3;13.124143811;1,462.5999994429999;Gasoline (gallons)
Juvenile Probation Department;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Juvenile Probation Department;B20;2012;Q4;0.00;0.00;B20 (gallons)
Juvenile Probation Department;B5;2012;Q4;0.00;0.00;B5 (gallons)
Juvenile Probation Department;Building Propane;2012;Q4;20.921858977999999;3,682.50;Building Propane (gallons)
Juvenile Probation Department;CNG;2012;Q4;0.79966175799999994;129.39999955900001;CNG (GGE)
Juvenile Probation Department;Gasoline;2012;Q4;12.865716795000001;1,433.7999985219999;Gasoline (gallons)
Juvenile Probation Department;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Juvenile Probation Department;Electric;2012;Q1;0.00;707,692.00;Electric (kWh)
Juvenile Probation Department;Natural Gas;2012;Q1;283.96014304800002;53,339.00;Natural Gas (therms)
Juvenile Probation Department;Electric;2012;Q2;0.00;677,790.00;Electric (kWh)
Juvenile Probation Department;Natural Gas;2012;Q2;302.41204233000002;56,805.00;Natural Gas (therms)
Juvenile Probation Department;Electric;2012;Q3;0.00;734,336.00;Electric (kWh)
Juvenile Probation Department;Natural Gas;2012;Q3;367.48346902499998;69,028.00;Natural Gas (therms)
Juvenile Probation Department;Electric;2012;Q4;0.00;656,896.00;Electric (kWh)
Juvenile Probation Department;Natural Gas;2012;Q4;299.090061617;56,181.00;Natural Gas (therms)
Library;B20;2012;Q1;0.117251731;14.100000380999999;B20 (gallons)
Library;B5;2012;Q1;4.7381245400000003;480.70000076299999;B5 (gallons)
Library;CNG;2012;Q1;3.7492642260000002;606.70000103100006;CNG (GGE)
Library;Gasoline;2012;Q1;18.166162319000001;2,024.4999887050001;Gasoline (gallons)
Library;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Library;B20;2012;Q2;0.81494109299999995;98.000000954000001;B20 (gallons)
Library;B5;2012;Q2;3.1916054229999999;323.800000668;B5 (gallons)
Library;CNG;2012;Q2;3.7493260080000002;606.709998369;CNG (GGE)
Library;Gasoline;2012;Q2;16.938634068999999;1,887.6999929250001;Gasoline (gallons)
Library;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Library;B20;2012;Q3;0.13388318099999999;16.100000381000001;B20 (gallons)
Library;B5;2012;Q3;4.3123143119999998;437.50000143099999;B5 (gallons)
Library;CNG;2012;Q3;4.1169603129999999;666.19999957100003;CNG (GGE)
Library;Gasoline;2012;Q3;16.579707788;1,847.7000062469999;Gasoline (gallons)
Library;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Library;B20;2012;Q4;0.087315115999999998;10.50;B20 (gallons)
Library;B5;2012;Q4;5.2940434789999999;537.10000288499998;B5 (gallons)
Library;CNG;2012;Q4;4.173505188;675.35000181199996;CNG (GGE)
Library;Gasoline;2012;Q4;14.287962666;1,592.2999998109999;Gasoline (gallons)
Library;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Library;Electric;2012;Q1;0.00;2,243,440.6741478201;Electric (kWh)
Library;Natural Gas;2012;Q1;45.661263744999999;8,577.00;Natural Gas (therms)
Library;Steam;2012;Q1;113.887336593;1,261,700.00;Steam (lbs)
Library;Electric;2012;Q2;0.00;2,179,067.03150971;Electric (kWh)
Library;Natural Gas;2012;Q2;72.157254146;13,554.00;Natural Gas (therms)
Library;Steam;2012;Q2;138.75534105700001;1,537,200.00;Steam (lbs)
Library;Electric;2012;Q3;0.00;2,111,643.1371050202;Electric (kWh)
Library;Natural Gas;2012;Q3;147.12541504800001;27,636.00;Natural Gas (therms)
Library;Steam;2012;Q3;161.00774736700001;1,878,100.00;Steam (lbs)
Library;Electric;2012;Q4;0.00;2,189,692.1796809002;Electric (kWh)
Library;Natural Gas;2012;Q4;93.494591803000006;17,562.00;Natural Gas (therms)
Library;Steam;2012;Q4;146.63098402400001;1,710,400.00;Steam (lbs)
Mayor’s Office - Admin;Electric;2012;Q1;0.00;113,084.675266484;Electric (kWh)
Mayor’s Office - Admin;Steam;2012;Q1;31.653840209999998;350,676.830165605;Steam (lbs)
Mayor’s Office - Admin;Electric;2012;Q2;0.00;110,445.321875423;Electric (kWh)
Mayor’s Office - Admin;Steam;2012;Q2;40.865275191000002;452,725.64317676;Steam (lbs)
Mayor’s Office - Admin;Electric;2012;Q3;0.00;107,522.593268066;Electric (kWh)
Mayor’s Office - Admin;Steam;2012;Q3;75.693022647999996;882,933.07720147097;Steam (lbs)
Mayor’s Office - Admin;Electric;2012;Q4;0.00;110,768.841914027;Electric (kWh)
Mayor’s Office - Admin;Steam;2012;Q4;33.902434157999998;395,460.23488372302;Steam (lbs)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Electric;2012;Q1;0.00;62,158.867463855997;Electric (kWh)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Natural Gas;2012;Q1;1.7366252870000001;326.20724583800001;Natural Gas (therms)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Steam;2012;Q1;8.4892835489999996;94,048.463807407999;Steam (lbs)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Electric;2012;Q2;0.00;58,487.317971876;Electric (kWh)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Natural Gas;2012;Q2;1.247679765;234.36384519500001;Natural Gas (therms)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Steam;2012;Q2;10.959709978999999;121,417.064386283;Steam (lbs)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Electric;2012;Q3;0.00;55,536.149908972999;Electric (kWh)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Natural Gas;2012;Q3;2.2997813219999999;431.990330132;Natural Gas (therms)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Steam;2012;Q3;20.300207737000001;236,794.94170268101;Steam (lbs)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Electric;2012;Q4;0.00;57,889.919818046001;Electric (kWh)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Natural Gas;2012;Q4;1.289873034;242.28941783900001;Natural Gas (therms)
Mayor’s Office (Office of Economic and Workforce Development/Community Development);Steam;2012;Q4;9.0923368119999992;106,058.981912683;Steam (lbs)
Mayor's Office of Housing;B20;2012;Q1;0.00;0.00;B20 (gallons)
Mayor's Office of Housing;B5;2012;Q1;0.00;0.00;B5 (gallons)
Mayor's Office of Housing;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Mayor's Office of Housing;Gasoline;2012;Q1;0.40289488499999998;44.900000095000003;Gasoline (gallons)
Mayor's Office of Housing;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Mayor's Office of Housing;B20;2012;Q2;0.00;0.00;B20 (gallons)
Mayor's Office of Housing;B5;2012;Q2;0.00;0.00;B5 (gallons)
Mayor's Office of Housing;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Mayor's Office of Housing;Gasoline;2012;Q2;0.27547600999999999;30.699999809000001;Gasoline (gallons)
Mayor's Office of Housing;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Mayor's Office of Housing;B20;2012;Q3;0.00;0.00;B20 (gallons)
Mayor's Office of Housing;B5;2012;Q3;0.00;0.00;B5 (gallons)
Mayor's Office of Housing;CNG;2012;Q3;0.00;0.00;CNG (GGE)
Mayor's Office of Housing;Gasoline;2012;Q3;0.29073038299999998;32.399999856999997;Gasoline (gallons)
Mayor's Office of Housing;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Mayor's Office of Housing;B20;2012;Q4;0.00;0.00;B20 (gallons)
Mayor's Office of Housing;B5;2012;Q4;0.00;0.00;B5 (gallons)
Mayor's Office of Housing;CNG;2012;Q4;0.00;0.00;CNG (GGE)
Mayor's Office of Housing;Gasoline;2012;Q4;0.73220985599999999;81.600000023999996;Gasoline (gallons)
Mayor's Office of Housing;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Mayor's Office of Housing;Electric;2012;Q1;0.00;96,062.035338230999;Electric (kWh)
Mayor's Office of Housing;Natural Gas;2012;Q1;2.9175195070000002;548.02611137199995;Natural Gas (therms)
Mayor's Office of Housing;Electric;2012;Q2;0.00;95,246.766881506002;Electric (kWh)
Mayor's Office of Housing;Natural Gas;2012;Q2;2.8824716609999999;541.44273294599998;Natural Gas (therms)
Mayor's Office of Housing;Electric;2012;Q3;0.00;93,932.499749487994;Electric (kWh)
Mayor's Office of Housing;Natural Gas;2012;Q3;5.836748665;1,096.3733631539999;Natural Gas (therms)
Mayor's Office of Housing;Electric;2012;Q4;0.00;96,284.157455840003;Electric (kWh)
Mayor's Office of Housing;Natural Gas;2012;Q4;3.5965359129999999;675.57237794100001;Natural Gas (therms)
Mayors Office on Disability;B20;2012;Q1;0.00;0.00;B20 (gallons)
Mayors Office on Disability;B5;2012;Q1;0.00;0.00;B5 (gallons)
Mayors Office on Disability;CNG;2012;Q1;0.085898753999999994;13.900000334;CNG (GGE)
Mayors Office on Disability;Gasoline;2012;Q1;0.0089731600000000009;1.00;Gasoline (gallons)
Mayors Office on Disability;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Mayors Office on Disability;B20;2012;Q2;0.00;0.00;B20 (gallons)
Mayors Office on Disability;B5;2012;Q2;0.00;0.00;B5 (gallons)
Mayors Office on Disability;CNG;2012;Q2;0.072921243999999996;11.800000191000001;CNG (GGE)
Mayors Office on Disability;Gasoline;2012;Q2;0.00;0.00;Gasoline (gallons)
Mayors Office on Disability;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Mayors Office on Disability;B20;2012;Q3;0.00;0.00;B20 (gallons)
Mayors Office on Disability;B5;2012;Q3;0.00;0.00;B5 (gallons)
Mayors Office on Disability;CNG;2012;Q3;0.038314551000000002;6.2000000479999997;CNG (GGE)
Mayors Office on Disability;Gasoline;2012;Q3;0.00;0.00;Gasoline (gallons)
Mayors Office on Disability;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Mayors Office on Disability;B20;2012;Q4;0.00;0.00;B20 (gallons)
Mayors Office on Disability;B5;2012;Q4;0.00;0.00;B5 (gallons)
Mayors Office on Disability;CNG;2012;Q4;0.12977509400000001;21.000000237999998;CNG (GGE)
Mayors Office on Disability;Gasoline;2012;Q4;0.00;0.00;Gasoline (gallons)
Mayors Office on Disability;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Municipal Transportation Agency;B100;2012;Q1;13.060551885000001;134,512.00;B100 (gallons)
Municipal Transportation Agency;B20;2012;Q1;12.40955701;1,492.3000073430001;B20 (gallons)
Municipal Transportation Agency;B5;2012;Q1;72.876633068999993;7,393.5999941159998;B5 (gallons)
Municipal Transportation Agency;CNG;2012;Q1;7.8586234189999997;1,271.669999301;CNG (GGE)
Municipal Transportation Agency;Diesel;2012;Q1;11,012.998312080001;1,078,200.00;Diesel (gallons)
Municipal Transportation Agency;Gasoline;2012;Q1;546.65343176199997;60,920.950006694002;Gasoline (gallons)
Municipal Transportation Agency;Propane;2012;Q1;9.8731719859999991;1,728.1999912260001;Propane (gallons)
Municipal Transportation Agency;B100;2012;Q2;13.07596099;134,670.70000000001;B100 (gallons)
Municipal Transportation Agency;B20;2012;Q2;17.019795093999999;2,046.7000010009999;B20 (gallons)
Municipal Transportation Agency;B5;2012;Q2;70.070622584999995;7,108.9200052019996;B5 (gallons)
Municipal Transportation Agency;CNG;2012;Q2;8.1115612610000003;1,312.600000441;CNG (GGE)
Municipal Transportation Agency;Diesel;2012;Q2;11,115.20510582;1,088,206.30;Diesel (gallons)
Municipal Transportation Agency;Gasoline;2012;Q2;526.66607684300004;58,693.490012734997;Gasoline (gallons)
Municipal Transportation Agency;Propane;2012;Q2;9.1173447840000001;1,595.900000289;Propane (gallons)
Municipal Transportation Agency;B100;2012;Q3;13.474471332;138,775.00;B100 (gallons)
Municipal Transportation Agency;B20;2012;Q3;21.068721705000002;2,533.5999932290001;B20 (gallons)
Municipal Transportation Agency;B5;2012;Q3;70.200534058000002;7,122.0999975200002;B5 (gallons)
Municipal Transportation Agency;CNG;2012;Q3;8.6906053310000004;1,406.2999950349999;CNG (GGE)
Municipal Transportation Agency;Diesel;2012;Q3;11,264.115510654001;1,102,785.00;Diesel (gallons)
Municipal Transportation Agency;Gasoline;2012;Q3;578.22280305499999;64,439.149982317998;Gasoline (gallons)
Municipal Transportation Agency;Propane;2012;Q3;10.324497453999999;1,807.1999996899999;Propane (gallons)
Municipal Transportation Agency;B100;2012;Q4;18.903680765000001;194,691.00;B100 (gallons)
Municipal Transportation Agency;B20;2012;Q4;15.494691084999999;1,863.3000035289999;B20 (gallons)
Municipal Transportation Agency;B5;2012;Q4;78.696039650000003;7,983.9999982489999;B5 (gallons)
Municipal Transportation Agency;CNG;2012;Q4;9.2195933530000005;1,491.899999253;CNG (GGE)
Municipal Transportation Agency;Diesel;2012;Q4;10,518.0262427;1,029,741.00;Diesel (gallons)
Municipal Transportation Agency;Gasoline;2012;Q4;580.72452031299997;64,717.950010187997;Gasoline (gallons)
Municipal Transportation Agency;Propane;2012;Q4;12.725662961999999;2,227.5000020269999;Propane (gallons)
Municipal Transportation Agency;Electric;2012;Q1;0.00;177,671.00;Electric (kWh)
Municipal Transportation Agency;Electric;2012;Q1;0.00;30,630,948.7554374;Electric (kWh)
Municipal Transportation Agency;Natural Gas;2012;Q1;256.50100517099997;48,181.082626472002;Natural Gas (therms)
Municipal Transportation Agency;Electric;2012;Q2;0.00;204,656.00;Electric (kWh)
Municipal Transportation Agency;Electric;2012;Q2;0.00;31,343,730.9633433;Electric (kWh)
Municipal Transportation Agency;Natural Gas;2012;Q2;450.77221422500003;84,672.936407481;Natural Gas (therms)
Municipal Transportation Agency;Electric;2012;Q3;0.00;202,052.00;Electric (kWh)
Municipal Transportation Agency;Electric;2012;Q3;0.00;30,901,660.338234801;Electric (kWh)
Municipal Transportation Agency;Natural Gas;2012;Q3;1,026.664606089;192,848.414698054;Natural Gas (therms)
Municipal Transportation Agency;Electric;2012;Q4;0.00;152,408.00;Electric (kWh)
Municipal Transportation Agency;Electric;2012;Q4;0.00;30,507,235.3875021;Electric (kWh)
Municipal Transportation Agency;Natural Gas;2012;Q4;590.95456317799994;111,004.75266374199;Natural Gas (therms)
Office of Citizen Complaints;B20;2012;Q1;0.00;0.00;B20 (gallons)
Office of Citizen Complaints;B5;2012;Q1;0.00;0.00;B5 (gallons)
Office of Citizen Complaints;CNG;2012;Q1;0.53949360000000002;87.300000190999995;CNG (GGE)
Office of Citizen Complaints;Gasoline;2012;Q1;0.00;0.00;Gasoline (gallons)
Office of Citizen Complaints;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Office of Citizen Complaints;B20;2012;Q2;0.00;0.00;B20 (gallons)
Office of Citizen Complaints;B5;2012;Q2;0.00;0.00;B5 (gallons)
Office of Citizen Complaints;CNG;2012;Q2;0.442471269;71.600000143000003;CNG (GGE)
Office of Citizen Complaints;Gasoline;2012;Q2;0.00;0.00;Gasoline (gallons)
Office of Citizen Complaints;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Office of Citizen Complaints;B20;2012;Q3;0.00;0.00;B20 (gallons)
Office of Citizen Complaints;B5;2012;Q3;0.00;0.00;B5 (gallons)
Office of Citizen Complaints;CNG;2012;Q3;0.49808916399999997;80.599999905000004;CNG (GGE)
Office of Citizen Complaints;Gasoline;2012;Q3;0.00;0.00;Gasoline (gallons)
Office of Citizen Complaints;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Office of Citizen Complaints;B20;2012;Q4;0.00;0.00;B20 (gallons)
Office of Citizen Complaints;B5;2012;Q4;0.00;0.00;B5 (gallons)
Office of Citizen Complaints;CNG;2012;Q4;0.62230247100000002;100.70000052499999;CNG (GGE)
Office of Citizen Complaints;Gasoline;2012;Q4;0.00;0.00;Gasoline (gallons)
Office of Citizen Complaints;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Office of Citizen Complaints;Electric;2012;Q1;0.00;49,529.560906409002;Electric (kWh)
Office of Citizen Complaints;Natural Gas;2012;Q1;0.0010880009999999999;0.20436991900000001;Natural Gas (therms)
Office of Citizen Complaints;Electric;2012;Q2;0.00;48,837.870913990002;Electric (kWh)
Office of Citizen Complaints;Natural Gas;2012;Q2;0.142528195;26.772459449999999;Natural Gas (therms)
Office of Citizen Complaints;Electric;2012;Q3;0.00;49,782.775236622998;Electric (kWh)
Office of Citizen Complaints;Natural Gas;2012;Q3;0.98681735299999995;185.363516952;Natural Gas (therms)
Office of Citizen Complaints;Electric;2012;Q4;0.00;44,297.997523061997;Electric (kWh)
Office of Citizen Complaints;Natural Gas;2012;Q4;1.0210893999999999;191.801169415;Natural Gas (therms)
Planning;B20;2012;Q1;0.00;0.00;B20 (gallons)
Planning;B5;2012;Q1;0.00;0.00;B5 (gallons)
Planning;CNG;2012;Q1;0.168707624;27.300000667999999;CNG (GGE)
Planning;Gasoline;2012;Q1;0.069990648000000003;7.7999999520000003;Gasoline (gallons)
Planning;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Planning;B20;2012;Q2;0.00;0.00;B20 (gallons)
Planning;B5;2012;Q2;0.00;0.00;B5 (gallons)
Planning;CNG;2012;Q2;0.18539298900000001;30.00;CNG (GGE)
Planning;Gasoline;2012;Q2;0.087936970000000003;9.8000001910000005;Gasoline (gallons)
Planning;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Planning;B20;2012;Q3;0.00;0.00;B20 (gallons)
Planning;B5;2012;Q3;0.00;0.00;B5 (gallons)
Planning;CNG;2012;Q3;0.151404275;24.50;CNG (GGE)
Planning;Gasoline;2012;Q3;0.110369868;12.299999952;Gasoline (gallons)
Planning;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Planning;B20;2012;Q4;0.00;0.00;B20 (gallons)
Planning;B5;2012;Q4;0.00;0.00;B5 (gallons)
Planning;CNG;2012;Q4;0.213819911;34.599999427999997;CNG (GGE)
Planning;Gasoline;2012;Q4;0.13549471499999999;15.099999905000001;Gasoline (gallons)
Planning;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Planning;Electric;2012;Q1;0.00;129,759.041830328;Electric (kWh)
Planning;Natural Gas;2012;Q1;7.433298959;1,396.268958399;Natural Gas (therms)
Planning;Electric;2012;Q2;0.00;129,517.02958800401;Electric (kWh)
Planning;Natural Gas;2012;Q2;1.01901924;191.412311133;Natural Gas (therms)
Planning;Electric;2012;Q3;0.00;127,933.685455432;Electric (kWh)
Planning;Natural Gas;2012;Q3;0.0046179120000000001;0.86742739199999996;Natural Gas (therms)
Planning;Electric;2012;Q4;0.00;131,262.58264285099;Electric (kWh)
Planning;Natural Gas;2012;Q4;0.00;0.00;Natural Gas (therms)
Police;B20;2012;Q1;0.00;0.00;B20 (gallons)
Police;B5;2012;Q1;4.0905381060000003;414.99999713900002;B5 (gallons)
Police;Building Propane;2012;Q1;129.526334109;22,798.20;Building Propane (gallons)
Police;CNG;2012;Q1;12.593127811;2,037.8000040429999;CNG (GGE)
Police;Gasoline;2012;Q1;1,349.15265286;150,354.24007375501;Gasoline (gallons)
Police;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Police;B20;2012;Q2;0.00;0.00;B20 (gallons)
Police;B5;2012;Q2;3.9456443659999998;400.29999923700001;B5 (gallons)
Police;Building Propane;2012;Q2;177.430999563;31,230.00;Building Propane (gallons)
Police;CNG;2012;Q2;10.849197763999999;1,755.600004919;CNG (GGE)
Police;Gasoline;2012;Q2;1,324.5058050499999;147,607.51006894599;Gasoline (gallons)
Police;Propane;2012;Q2;0.45303931800000002;79.300000667999996;Propane (gallons)
Police;B20;2012;Q3;0.00;0.00;B20 (gallons)
Police;B5;2012;Q3;2.820007108;286.09999751999999;B5 (gallons)
Police;Building Propane;2012;Q3;207.92606488999999;36,597.50;Building Propane (gallons)
Police;CNG;2012;Q3;9.1652114289999993;1,483.1000025200001;CNG (GGE)
Police;Gasoline;2012;Q3;1,368.416052348;152,501.01996932199;Gasoline (gallons)
Police;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Police;B20;2012;Q4;0.012473588000000001;1.50;B20 (gallons)
Police;B5;2012;Q4;4.3280850610000003;439.100001335;B5 (gallons)
Police;Building Propane;2012;Q4;127.94555101;22,519.963072301998;Building Propane (gallons)
Police;CNG;2012;Q4;7.0986975460000004;1,148.699997723;CNG (GGE)
Police;Gasoline;2012;Q4;1,314.9771162330001;146,545.600015253;Gasoline (gallons)
Police;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Police;Electric;2012;Q1;0.00;2,283,455.99468499;Electric (kWh)
Police;Natural Gas;2012;Q1;321.55366879299999;60,400.558175762002;Natural Gas (therms)
